id,type,condition,question,gold_answer,generation,prediction,C_P_W,strict_correct,lenient_correct,notes
5a8bde565542995d1e6f1454,comparison,o1_oracle_attention_output,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport," Grand Forks International Airport is closer to its town, Grand Forks, as it is located five miles away, while El Paso International Airport is located six miles","Grand Forks International Airport is closer to its town, Grand Forks, as it is located five miles away, while El Paso International Airport is located six miles",,,,
5a8bde565542995d1e6f1454,comparison,o2_oracle_post_attention_state,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport," Grand Forks International Airport is closer to its town, as it is five miles northwest of Grand Forks, while El Paso International Airport is four miles northeast of","Grand Forks International Airport is closer to its town, as it is five miles northwest of Grand Forks, while El Paso International Airport is four miles northeast of",,,,
5a8bde565542995d1e6f1454,comparison,o3_oracle_block_output,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport," Grand Forks International Airport is closer to its town, as it is five miles northwest of Grand Forks, while El Paso International Airport is four miles northeast of","Grand Forks International Airport is closer to its town, as it is five miles northwest of Grand Forks, while El Paso International Airport is four miles northeast of",,,,
5a8bde565542995d1e6f1454,comparison,o3_oracle_block_output_unaligned,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport," Grand Forks International Airport is closer to its town, as it is five miles northwest of Grand Forks, while El Paso International Airport is four miles northeast of","Grand Forks International Airport is closer to its town, as it is five miles northwest of Grand Forks, while El Paso International Airport is four miles northeast of",,,,
5a75f7db5542994ccc918670,comparison,o1_oracle_attention_output,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier, <answer> The Saint-Usuge Spaniel was first recognized by their country's official kennel club. FINAL: <answer> Saint-Usuge Span,Saint-Usuge Span,,,,
5a75f7db5542994ccc918670,comparison,o2_oracle_post_attention_state,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier," <answer> The Saint-Usuge Spaniel was first recognized by their country's official kennel club, the Société Centrale Canine in 2","The Saint-Usuge Spaniel was first recognized by their country's official kennel club, the Société Centrale Canine in 2",,,,
5a75f7db5542994ccc918670,comparison,o3_oracle_block_output,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier," <answer> The Saint-Usuge Spaniel was first recognized by their country's official kennel club, the Société Centrale Canine in 2","The Saint-Usuge Spaniel was first recognized by their country's official kennel club, the Société Centrale Canine in 2",,,,
5a75f7db5542994ccc918670,comparison,o3_oracle_block_output_unaligned,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier," <answer> The Saint-Usuge Spaniel was first recognized by their country's official kennel club, the Société Centrale Canine in 2","The Saint-Usuge Spaniel was first recognized by their country's official kennel club, the Société Centrale Canine in 2",,,,
5adc53f75542996e6852530a,comparison,o1_oracle_attention_output,Are both Cypress and Ajuga genera?,no," <answer>Yes, both Cypress and Ajuga are genera.","Yes, both Cypress and Ajuga are genera.",,,,
5adc53f75542996e6852530a,comparison,o2_oracle_post_attention_state,Are both Cypress and Ajuga genera?,no," <answer> Yes, both Cypress and Ajuga are genera. Cypress is a genus of conifer trees in the family Cupressaceae, and Ajuga","Yes, both Cypress and Ajuga are genera. Cypress is a genus of conifer trees in the family Cupressaceae, and Ajuga",,,,
5adc53f75542996e6852530a,comparison,o3_oracle_block_output,Are both Cypress and Ajuga genera?,no," <answer> Yes, both Cypress and Ajuga are genera. Cypress is a genus of conifer trees in the family Cupressaceae, and Ajuga","Yes, both Cypress and Ajuga are genera. Cypress is a genus of conifer trees in the family Cupressaceae, and Ajuga",,,,
5adc53f75542996e6852530a,comparison,o3_oracle_block_output_unaligned,Are both Cypress and Ajuga genera?,no," <answer> Yes, both Cypress and Ajuga are genera. Cypress is a genus of conifer trees in the family Cupressaceae, and Ajuga","Yes, both Cypress and Ajuga are genera. Cypress is a genus of conifer trees in the family Cupressaceae, and Ajuga",,,,
5ab43b755542991779162c21,bridge,o1_oracle_attention_output,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Hamburger SV,Hamburger SV,,,,
5ab43b755542991779162c21,bridge,o2_oracle_post_attention_state,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Hamburger SV,Hamburger SV,,,,
5ab43b755542991779162c21,bridge,o3_oracle_block_output,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Hamburger SV,Hamburger SV,,,,
5ab43b755542991779162c21,bridge,o3_oracle_block_output_unaligned,What sports club based in Hamburg Germany had a Persian born football player who played for eight seasons?,Mehdi Mahdavikia, Hamburger SV,Hamburger SV,,,,
5a74c85055429916b0164218,bridge,o1_oracle_attention_output,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, <answer> The man born on 6 March 1937 who was also a citizen of the United Kingdom is Sir Matthew Alistair Grant.,The man born on 6 March 1937 who was also a citizen of the United Kingdom is Sir Matthew Alistair Grant.,,,,
5a74c85055429916b0164218,bridge,o2_oracle_post_attention_state,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, <answer> Alistair Grant was a British businessman born on 6 March 1937 and was a citizen of the United Kingdom. FINAL:,Alistair Grant was a British businessman born on 6 March 1937 and was a citizen of the United Kingdom. FINAL:,,,,
5a74c85055429916b0164218,bridge,o3_oracle_block_output,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, <answer> Alistair Grant was a British businessman born on 6 March 1937 and was a citizen of the United Kingdom. FINAL:,Alistair Grant was a British businessman born on 6 March 1937 and was a citizen of the United Kingdom. FINAL:,,,,
5a74c85055429916b0164218,bridge,o3_oracle_block_output_unaligned,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant, <answer> Alistair Grant was a British businessman born on 6 March 1937 and was a citizen of the United Kingdom. FINAL:,Alistair Grant was a British businessman born on 6 March 1937 and was a citizen of the United Kingdom. FINAL:,,,,
5abf44025542993fe9a41def,comparison,o1_oracle_attention_output,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes, <answer>Ian McEwan has the highest number of skills compared to Langston Hughes. </answer>,Ian McEwan has the highest number of skills compared to Langston Hughes.,,,,
5abf44025542993fe9a41def,comparison,o2_oracle_post_attention_state,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes," <answer> The evidence provided does not specify the number of skills each writer has, so it is not possible to determine which writer has the highest number of skills","The evidence provided does not specify the number of skills each writer has, so it is not possible to determine which writer has the highest number of skills",,,,
5abf44025542993fe9a41def,comparison,o3_oracle_block_output,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes," <answer> The evidence provided does not specify the number of skills each writer has, so it is not possible to determine which writer has the highest number of skills","The evidence provided does not specify the number of skills each writer has, so it is not possible to determine which writer has the highest number of skills",,,,
5abf44025542993fe9a41def,comparison,o3_oracle_block_output_unaligned,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes," <answer> The evidence provided does not specify the number of skills each writer has, so it is not possible to determine which writer has the highest number of skills","The evidence provided does not specify the number of skills each writer has, so it is not possible to determine which writer has the highest number of skills",,,,
5a808afb5542992bc0c4a76b,comparison,o1_oracle_attention_output,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, John Dufresne.,John Dufresne.,,,,
5a808afb5542992bc0c4a76b,comparison,o2_oracle_post_attention_state,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, <answer> Maurice Level</answer>,Maurice Level,,,,
5a808afb5542992bc0c4a76b,comparison,o3_oracle_block_output,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, <answer> Maurice Level</answer>,Maurice Level,,,,
5a808afb5542992bc0c4a76b,comparison,o3_oracle_block_output_unaligned,"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level, <answer> Maurice Level</answer>,Maurice Level,,,,
5abc25b6554299700f9d77f9,comparison,o1_oracle_attention_output,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies," <answer>Third Eye Blind has released more albums with their original members than Sick Puppies. Third Eye Blind released two albums with their original members (""Third Eye","Third Eye Blind has released more albums with their original members than Sick Puppies. Third Eye Blind released two albums with their original members (""Third Eye",,,,
5abc25b6554299700f9d77f9,comparison,o2_oracle_post_attention_state,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies," <answer> Sick Puppies has released more albums with their original members. Third Eye Blind's original members released two albums (""Third Eye Blind"" and ""Blue","Sick Puppies has released more albums with their original members. Third Eye Blind's original members released two albums (""Third Eye Blind"" and ""Blue",,,,
5abc25b6554299700f9d77f9,comparison,o3_oracle_block_output,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies," <answer> Sick Puppies has released more albums with their original members. Third Eye Blind's original members released two albums (""Third Eye Blind"" and ""Blue","Sick Puppies has released more albums with their original members. Third Eye Blind's original members released two albums (""Third Eye Blind"" and ""Blue",,,,
5abc25b6554299700f9d77f9,comparison,o3_oracle_block_output_unaligned,"Which band has released more albums with their original members, Sick Puppies or Third Eye Blind?",Sick Puppies," <answer> Sick Puppies has released more albums with their original members. Third Eye Blind's original members released two albums (""Third Eye Blind"" and ""Blue","Sick Puppies has released more albums with their original members. Third Eye Blind's original members released two albums (""Third Eye Blind"" and ""Blue",,,,
5ab56f3e5542992aa134a317,comparison,o1_oracle_attention_output,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia," Crocosmia  
Crocosmia is found in a more southern environment compared to Cimicifuga.  
FINAL: Crocosmia",Crocosmia,,,,
5ab56f3e5542992aa134a317,comparison,o2_oracle_post_attention_state,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia, Crocosmia is found in an environment further south. FINAL: <answer>,Crocosmia is found in an environment further south. FINAL:,,,,
5ab56f3e5542992aa134a317,comparison,o3_oracle_block_output,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia, Crocosmia is found in an environment further south. FINAL: <answer>,Crocosmia is found in an environment further south. FINAL:,,,,
5ab56f3e5542992aa134a317,comparison,o3_oracle_block_output_unaligned,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia, Crocosmia is found in an environment further south. FINAL: <answer>,Crocosmia is found in an environment further south. FINAL:,,,,
5a7a014a5542996c55b2dccf,bridge,o1_oracle_attention_output,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck, <answer>Bismarck</answer>,Bismarck,,,,
5a7a014a5542996c55b2dccf,bridge,o2_oracle_post_attention_state,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck, <answer> Bismarck</answer>,Bismarck,,,,
5a7a014a5542996c55b2dccf,bridge,o3_oracle_block_output,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck, <answer> Bismarck</answer>,Bismarck,,,,
5a7a014a5542996c55b2dccf,bridge,o3_oracle_block_output_unaligned,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck, <answer> Bismarck</answer>,Bismarck,,,,
